,coord_lon,coord_lat,weather_0_id,weather_0_main,weather_0_description,weather_0_icon,base,main_temp,main_feels_like,main_temp_min,main_temp_max,main_pressure,main_humidity,main_sea_level,main_grnd_level,wind_speed,wind_deg,clouds_all,dt,sys_country,sys_sunrise,sys_sunset,timezone,id,name,cod,snow_3h,weather_1_id,weather_1_main,weather_1_description,weather_1_icon,visibility,sys_type,sys_id,rain_3h,wind_gust,rain_1h,weather_2_id,weather_2_main,weather_2_description,weather_2_icon,snow_1h
iquique,-70.14,-20.22,802,Clouds,scattered clouds,03n,stations,295.15,293.93,295.15,295.15,1015,73,,,5.1,220,25,1578455822,CL,1578478096,1578525928,-10800,3887127,Iquique,200,,,,,,10000,1,8492,,,,,,,,
paka,15.03,4.15,800,Clear,clear sky,01n,model,291.72,290.56,291.72,291.72,1011,45,1011,940,0.47,340,0,1578455874,CF,1578460159,1578502971,3600,2386756,Paka,200,,,,,,,,,,,,,,,,
beyneu,55.19,45.32,804,Clouds,overcast clouds,04n,model,271.11,265,271.11,271.11,1028,73,1028,1028,4.83,107,100,1578455875,KZ,1578455879,1578487968,18000,610298,Beyneu,200,,,,,,,,,,,,,,,,
letka,17.27,43.74,800,Clear,clear sky,01n,stations,272.07,267.11,272.04,272.15,1026,46,,,2.6,130,0,1578455875,BA,1578464656,1578497399,3600,3200930,Letka,200,,,,,,10000,1,6905,,,,,,,,
omagari,140.48,39.45,520,Rain,light intensity shower rain,09d,stations,274.4,269.39,273.15,276.15,998,100,,,4.6,130,75,1578455875,JP,1578434301,1578468595,32400,2111435,Omagari,200,,,,,,10000,1,8048,,,,,,,,
prince rupert,-130.32,54.32,804,Clouds,overcast clouds,04n,stations,271.15,266.35,271.15,271.15,1006,79,,,3.1,340,90,1578455875,CA,1578416392,1578443676,-28800,6113406,Prince Rupert,200,,,,,,14484,1,883,,,,,,,,
talgar,77.24,43.3,701,Mist,mist,50d,stations,269.15,265.25,269.15,269.15,1027,100,,,2,80,90,1578455876,KZ,1578450178,1578483082,21600,1518518,Talgar,200,,,,,,3200,1,8818,,,,,,,,
belyy yar,91.39,53.6,701,Mist,mist,50d,stations,258.15,254.17,258.15,258.15,1030,84,,,0.73,106,40,1578455876,RU,1578449332,1578477134,25200,1510377,Belyy Yar,200,,,,,,1500,1,8942,,,,,,,,
aswan,32.9,24.09,800,Clear,clear sky,01n,model,280.84,275.96,280.84,280.84,1021,61,1021,994,4.28,346,0,1578455648,EG,1578457974,1578496576,7200,359792,Aswan,200,,,,,,,,,,,,,,,,
touros,-35.46,-5.2,803,Clouds,broken clouds,04n,stations,299.15,304.53,299.15,299.15,1012,88,,,0.5,,75,1578455877,BR,1578471356,1578516016,-10800,3386213,Touros,200,,,,,,10000,1,8452,,,,,,,,
swarzedz,17.09,52.41,701,Mist,mist,50n,stations,274.77,270.36,274.26,275.93,1025,93,,,3.6,200,56,1578455877,PL,1578466790,1578495350,3600,3084130,Swarzedz,200,,,,,,5000,1,1710,,,,,,,,
coruripe,-36.18,-10.12,800,Clear,clear sky,01n,model,298.98,300.27,298.98,298.98,1013,77,1013,1010,4.49,86,0,1578455877,BR,1578471032,1578516686,-10800,3465329,Coruripe,200,,,,,,,,,,,,,,,,
manta,24.1,45.1,800,Clear,clear sky,01n,model,269.78,266.7,269.78,269.78,1031,61,1031,982,0.05,278,0,1578455877,RO,1578463293,1578495482,7200,685981,Manta,200,,,,,,,,,,,,,,,,
mahebourg,57.7,-20.41,802,Clouds,scattered clouds,03d,stations,298.6,303.47,298.15,299.15,1012,94,,,1.7,163,40,1578455878,MU,1578447378,1578495264,14400,934322,Mahebourg,200,,,,,,10000,1,2061,,,,,,,,
carnarvon,22.13,-30.97,500,Rain,light rain,10d,model,291.14,289.83,291.14,291.14,1009,82,1009,866,4.11,353,69,1578455878,ZA,1578454577,1578505143,7200,1014034,Carnarvon,200,,,,,,,,,1.25,,,,,,,
capitan bado,-55.53,-23.27,803,Clouds,broken clouds,04n,model,295.36,297.58,295.36,295.36,1008,92,1008,963,2.7,37,65,1578455878,PY,1578387787,1578436370,-14400,3439189,Capitan Bado,200,,,,,,,,,,,,,,,,
astoria,-123.83,46.19,501,Rain,moderate rain,10n,stations,281.55,275.89,279.82,282.59,1008,93,,,7.2,250,90,1578455674,US,1578412638,1578444313,-28800,5711847,Astoria,200,,701,Mist,mist,50n,8047,1,3328,,11.3,1.4,,,,,
berdigestyakh,126.7,62.1,600,Snow,light snow,13d,model,260.94,256.52,260.94,260.94,1013,96,1013,980,1.69,256,91,1578455879,RU,1578444680,1578464833,32400,2026861,Berdigestyakh,200,0.13,,,,,,,,,,,,,,,
merauke,140.4,-8.49,500,Rain,light rain,10d,model,304.68,308.7,304.68,304.68,1006,66,1006,1005,2.9,347,100,1578455879,ID,1578428804,1578474131,32400,2082539,Merauke,200,,,,,,,,,1,,,,,,,
san ramon,-85.84,12.92,800,Clear,clear sky,01n,model,291.86,290.84,291.86,291.86,1017,81,1017,918,3.97,46,1,1578455880,NI,1578398836,1578439875,-21600,3616584,San Ramon,200,,,,,,,,,,,,,,,,
shebunino,40.04,57.66,804,Clouds,overcast clouds,04n,stations,272.15,267.92,272.15,272.15,1020,100,,,3,210,90,1578455880,RU,1578463144,1578487977,10800,468902,Shebunino,200,,,,,,10000,1,9023,,,,,,,,
ambilobe,49.05,-13.19,804,Clouds,overcast clouds,04d,model,297.77,302.04,297.77,297.77,1013,89,1013,1009,1.14,99,90,1578455880,MG,1578450250,1578496546,10800,1082243,Ambilobe,200,,,,,,,,,,,,,,,,
flin flon,-101.88,54.77,800,Clear,clear sky,01n,model,243.8,238.57,243.8,243.8,1030,96,1030,983,2,272,0,1578455880,CA,1578409723,1578436690,-21600,5954718,Flin Flon,200,,,,,,,,,,,,,,,,
sobolevo,31.9,54.43,804,Clouds,overcast clouds,04n,model,272.28,267.19,272.28,272.28,1026,94,1026,1000,4.1,231,100,1578455881,RU,1578463877,1578491153,10800,525426,Sobolevo,200,,,,,,,,,,,,,,,,
mersing,103.84,2.43,804,Clouds,overcast clouds,04d,model,300.19,300.6,300.19,300.19,1011,82,1011,1011,7.47,7,100,1578455881,MY,1578438669,1578481820,28800,1732826,Mersing,200,,,,,,,,,,,,,,,,
lavrentiya,-170.99,65.58,800,Clear,clear sky,01n,model,248.61,243.75,248.61,248.61,1024,95,1024,1019,1.6,261,0,1578455881,RU,1578518942,1578533503,43200,4031637,Lavrentiya,200,,,,,,,,,,,,,,,,
makakilo city,-158.09,21.35,802,Clouds,scattered clouds,03d,stations,297.32,296.17,296.15,298.15,1019,69,,,5.7,60,40,1578455725,US,1578417090,1578456311,-36000,5850554,Makakilo City,200,,,,,,16093,1,7866,,,,,,,,
diofior,-16.66,14.19,801,Clouds,few clouds,02n,stations,290.45,283.75,290.15,291.15,1014,36,,,7.2,30,22,1578455882,SN,1578468779,1578509567,0,2252473,Diofior,200,,,,,,8000,1,2410,,,,,,,,
poltavka,71.76,54.36,804,Clouds,overcast clouds,04d,model,258.09,254.22,258.09,258.09,1031,98,1031,1017,0.69,17,100,1578455883,RU,1578454291,1578481600,21600,1494500,Poltavka,200,,,,,,,,,,,,,,,,
ancud,-73.83,-41.87,500,Rain,light rain,10n,stations,284.15,280.22,284.15,284.15,1003,76,,,4.6,300,40,1578455883,CL,1578475813,1578529982,-10800,3899695,Ancud,200,,,,,,10000,1,8512,,,,,,,,
novocheremshansk,50.17,54.35,802,Clouds,scattered clouds,03n,model,260.42,256.54,260.42,260.42,1030,97,1030,1015,0.88,205,33,1578455883,RU,1578459467,1578486790,14400,518972,Novocheremshansk,200,,,,,,,,,,,,,,,,
shingu,135.99,33.72,803,Clouds,broken clouds,04d,stations,290.15,286.18,290.15,290.15,1003,63,,,5.7,320,75,1578455883,JP,1578434482,1578470570,32400,1847947,Shingu,200,,,,,,10000,1,7959,,,,,,,,
tlaltenango,-98.35,19.17,800,Clear,clear sky,01n,model,281.01,275.11,281.01,281.01,1025,52,1025,761,5.31,357,0,1578455884,MX,1578402506,1578442211,-21600,3515420,Tlaltenango,200,,,,,,,,,,,,,,,,
palmer,139.16,-34.85,800,Clear,clear sky,01d,stations,305.69,302.39,304.82,306.48,1016,19,,,3.37,96,0,1578455884,AU,1578425895,1578477635,37800,2067070,Palmer,200,,,,,,,3,2018590,,,,,,,,
pangnirtung,-65.72,66.15,800,Clear,clear sky,01n,model,231.44,227.04,231.44,231.44,999,73,999,965,0.63,17,10,1578455884,CA,1578408145,1578420906,-18000,6096551,Pangnirtung,200,,,,,,,,,,,,,,,,
avera,-82.53,33.19,800,Clear,clear sky,01n,stations,281.21,277.73,278.71,284.15,1025,56,,,2.1,290,1,1578455885,US,1578400450,1578436672,-18000,4231997,Avera,200,,,,,,16093,1,2827,,,,,,,,
morondava,44.28,-20.3,800,Clear,clear sky,01d,model,298.1,302.75,298.1,298.1,1012,86,1012,1003,0.41,76,0,1578455885,MG,1578450613,1578498473,10800,1058381,Morondava,200,,,,,,,,,,,,,,,,
bodden town,-81.25,19.28,802,Clouds,scattered clouds,03n,stations,297.94,296.76,297.59,298.15,1020,73,,,6.71,26,33,1578455885,KY,1578398414,1578438093,-18000,3580733,Bodden Town,200,,,,,,,3,2021106,,11.18,,,,,,
formosa,-47.33,-15.55,500,Rain,light rain,10n,model,292.59,294.07,292.59,292.59,1014,97,1014,899,2.47,283,100,1578455886,BR,1578473138,1578519933,-10800,3463140,Formosa,200,,,,,,,,,1.56,,,,,,,
los llanos de aridane,-17.92,28.66,803,Clouds,broken clouds,04n,stations,288.97,285.83,287.04,291.15,1028,63,,,4.1,330,75,1578455886,ES,1578470734,1578508217,0,2514651,Los Llanos de Aridane,200,,,,,,10000,1,2377,,,,,,,,
vostok,135.83,46.45,803,Clouds,broken clouds,04d,model,266.11,261.65,266.11,266.11,1014,77,1014,934,1.96,358,83,1578455886,RU,1578436773,1578468356,36000,2013279,Vostok,200,,,,,,,,,,,,,,,,
lakatoro,167.42,-16.11,804,Clouds,overcast clouds,04d,stations,303.15,309.05,303.15,303.15,1010,94,,,4.6,110,100,1578455887,VU,1578421516,1578468445,39600,2136697,Lakatoro,200,,,,,,,1,7310,,,,,,,,
ust-nera,143.24,64.57,804,Clouds,overcast clouds,04d,model,239.78,235.59,239.78,239.78,1017,100,1017,888,0.44,234,100,1578455887,RU,1578442619,1578458952,36000,2120048,Ust-Nera,200,,,,,,,,,,,,,,,,
ventanas,-71.48,-32.74,800,Clear,clear sky,01n,stations,287.15,286.4,287.15,287.15,1015,93,,,2.35,193,0,1578455888,CL,1578476801,1578527866,-10800,3868621,Ventanas,200,,,,,,10000,1,8520,,,,,,,,
sikonge,32.75,-5.63,803,Clouds,broken clouds,04d,stations,292.15,294.35,292.15,292.15,1017,100,,,1.48,108,75,1578455888,TZ,1578454937,1578499684,10800,149929,Sikonge,200,,,,,,10000,1,2625,,,,,,,,
livingston,-88.19,32.58,800,Clear,clear sky,01n,stations,277.04,273.74,276.15,277.59,1029,75,,,1.85,315,1,1578455888,US,1578401722,1578438117,-21600,4073383,Livingston,200,,,,,,16093,1,3893,,,,,,,,
huarmey,-78.15,-10.07,801,Clouds,few clouds,02n,model,292.65,294.12,292.65,292.65,1017,85,1017,960,1.24,222,14,1578455889,PE,1578394682,1578440337,-18000,3939168,Huarmey,200,,,,,,,,,,,,,,,,
port shepstone,30.45,-30.74,804,Clouds,overcast clouds,04d,model,294.62,296.91,294.62,294.62,1012,96,1012,988,2.57,19,100,1578455889,ZA,1578452612,1578503114,7200,964406,Port Shepstone,200,,,,,,,,,,,,,,,,
zhaotong,103.71,27.34,800,Clear,clear sky,01d,model,280.9,278.8,280.9,280.9,1016,73,1016,771,0.91,207,0,1578455889,CN,1578441373,1578479178,28800,1784841,Zhaotong,200,,,,,,,,,,,,,,,,
bundaberg,152.35,-24.87,800,Clear,clear sky,01d,stations,305.75,303.54,305.37,306.15,1013,31,,,4.6,60,0,1578455889,AU,1578424117,1578473080,36000,2173323,Bundaberg,200,,,,,,10000,1,9501,,,,,,,,
sorland,12.69,67.67,500,Rain,light rain,10n,model,279.53,265.15,279.53,279.53,968,89,968,967,18.85,193,100,1578455890,NO,1578478130,1578486123,3600,3137469,Sorland,200,,,,,,,,,1.5,,,,,,,
dudinka,86.18,69.41,620,Snow,light shower snow,13n,stations,257.15,247.34,257.15,257.15,1008,84,,,9,200,75,1578455890,RU,0,0,25200,1507116,Dudinka,200,,,,,,2400,1,8951,,,,,,,,
robertsport,-11.37,6.75,800,Clear,clear sky,01n,model,300.31,301.96,300.31,300.31,1011,73,1011,1011,4.27,281,0,1578455890,LR,1578466754,1578509052,0,2274275,Robertsport,200,,,,,,,,,,,,,,,,
mercedes,-58.03,-33.25,800,Clear,clear sky,01n,stations,293.15,292.84,293.15,293.15,1010,56,,,0.89,,0,1578455890,UY,1578473495,1578524714,-10800,3441684,Mercedes,200,,,,,,,3,2019898,,1.79,,,,,,
sao luiz gonzaga,-54.96,-28.41,800,Clear,clear sky,01n,model,293.2,289.96,293.2,293.2,1009,44,1009,989,3.77,116,0,1578455891,BR,1578473441,1578523294,-10800,3448552,Sao Luiz Gonzaga,200,,,,,,,,,,,,,,,,
ambon,-2.56,47.55,741,Fog,fog,50n,stations,285.2,282.97,284.82,285.93,1026,100,,,4.1,220,90,1578455891,FR,1578470230,1578501346,3600,3037899,Ambon,200,,,,,,700,1,6576,,,,,,,,
cervo,-46.24,-22.19,501,Rain,moderate rain,10n,model,292.66,293.63,292.66,292.66,1013,91,1013,888,2.61,242,100,1578455891,BR,1578472127,1578520421,-10800,3469169,Cervo,200,,,,,,,,,4.13,,,,,,,
tibiao,122.03,11.29,804,Clouds,overcast clouds,04d,model,300.54,300.45,300.54,300.54,1012,77,1012,1007,7.62,58,100,1578455892,PH,1578435187,1578476567,28800,1682405,Tibiao,200,,,,,,,,,,,,,,,,
paamiut,-49.67,61.99,600,Snow,light snow,13n,model,264.69,256.91,264.69,264.69,991,61,991,977,6.33,242,100,1578455892,GL,1578486900,1578507295,-10800,3421193,Paamiut,200,0.81,,,,,,,,,,,,,,,
truth or consequences,-107.25,33.13,800,Clear,clear sky,01n,stations,274.82,268.96,273.71,276.15,1024,29,,,3.6,320,1,1578455892,US,1578406374,1578442616,-25200,5495292,Truth or Consequences,200,,,,,,16093,1,6005,,,,,,,,
laguna,-88.94,16.17,500,Rain,light rain,10n,stations,294.15,298.13,294.15,294.15,1022,100,,,0.3,275,87,1578455893,BZ,1578399922,1578440277,-21600,3581398,Laguna,200,,,,,,7000,1,7081,,,,,,,,
yuzhne,33.85,48.22,800,Clear,clear sky,01n,stations,267.15,261.99,267.15,267.15,1028,73,,,3,360,0,1578455893,UA,1578461651,1578492442,7200,693325,Yuzhne,200,,,,,,10000,1,8904,,,,,,,,
karratha,116.85,-20.74,804,Clouds,overcast clouds,04d,model,304.51,308.07,304.51,304.51,999,66,999,999,3.42,179,100,1578455893,AU,1578433137,1578481104,28800,6620339,Karratha,200,,,,,,,,,,,,,,,,
sangar,127.47,63.92,802,Clouds,scattered clouds,03d,model,247.78,243.19,247.78,247.78,1013,95,1013,1001,1.19,130,50,1578455894,RU,1578445830,1578463313,32400,2017215,Sangar,200,,,,,,,,,,,,,,,,
bloemfontein,26.22,-29.12,500,Rain,light rain,10d,stations,290.15,289.56,290.15,290.15,1018,93,,,3.6,10,90,1578455894,ZA,1578453852,1578503905,7200,1018725,Bloemfontein,200,,,,,,10000,1,1884,,,,,,,,
tanout,8.88,14.97,804,Clouds,overcast clouds,04n,model,288.68,281.1,288.68,288.68,1016,17,1016,957,6.53,50,98,1578455894,NE,1578462729,1578503353,3600,2439155,Tanout,200,,,,,,,,,,,,,,,,
galveston,-86.19,40.58,804,Clouds,overcast clouds,04n,stations,275.14,268.87,274.15,276.48,1019,74,,,5.7,260,90,1578455895,US,1578402501,1578436378,-18000,4920577,Galveston,200,,,,,,16093,1,4107,,,,,,,,
muros,-9.06,42.77,741,Fog,fog,50n,stations,284.32,283.64,281.15,287.04,1031,100,,,1.5,140,75,1578455895,ES,1578470786,1578503911,3600,3115824,Muros,200,,,,,,2000,1,6434,,,,,,,,
lujan,-67.67,-46.57,800,Clear,clear sky,01n,model,287.28,274.19,287.28,287.28,989,35,989,978,15.64,281,0,1578455895,AR,1578473312,1578529526,-10800,3863379,Lujan,200,,,,,,,,,,,,,,,,
lavassaare,24.37,58.51,804,Clouds,overcast clouds,04n,stations,277.3,270.65,277.04,277.59,1011,87,,,7.15,204,100,1578455895,EE,1578467276,1578491369,7200,590747,Lavassaare,200,,,,,,,3,2016233,0.06,11.62,,,,,,
russell,-98.86,38.9,800,Clear,clear sky,01n,stations,274.22,268.85,271.15,276.48,1022,69,,,4.1,190,1,1578455896,US,1578405252,1578439711,-21600,4278471,Russell,200,,,,,,16093,1,5716,,,,,,,,
starodub,32.76,52.58,804,Clouds,overcast clouds,04n,model,271.54,267.14,271.54,271.54,1028,90,1028,1007,2.87,257,100,1578455896,RU,1578463082,1578491535,10800,488852,Starodub,200,,,,,,,,,,,,,,,,
santa fe,-60.7,-31.62,800,Clear,clear sky,01n,stations,296.3,297.93,295.37,297.04,1009,67,,,0.89,293,0,1578455897,AR,1578474375,1578525116,-10800,3836277,Santa Fe,200,,,,,,,3,2000096,,1.79,,,,,,
jiazi,110.49,19.61,803,Clouds,broken clouds,04d,stations,296.15,295.86,296.15,296.15,1020,78,,,5,50,75,1578455897,CN,1578438839,1578478457,28800,1894019,Jiazi,200,,,,,,10000,1,9635,,,,,,,,
witu,40.44,-2.39,501,Rain,moderate rain,10d,model,298.03,301.92,298.03,298.03,1011,92,1011,1010,2.33,8,96,1578455898,KE,1578453413,1578497516,10800,178093,Witu,200,,,,,,,,,4.06,,,,,,,
aykhal,111.51,65.95,803,Clouds,broken clouds,04d,stations,257.15,252.24,257.15,257.15,1007,84,,,2,270,84,1578455898,RU,1578451682,1578465124,32400,2027296,Aykhal,200,,,,,,10000,1,8846,,,,,,,,
lower hutt,174.91,-41.21,804,Clouds,overcast clouds,04d,stations,289.94,286.43,289.15,290.93,1016,59,,,4.6,170,100,1578455898,NZ,1578416203,1578470162,46800,2188164,Lower Hutt,200,,,,,,10000,1,7358,,,,,,,,
banda aceh,95.32,5.56,804,Clouds,overcast clouds,04d,model,300.91,301.68,300.91,300.91,1011,62,1011,990,4.05,101,93,1578455899,ID,1578441024,1578483556,25200,1215502,Banda Aceh,200,,,,,,,,,,,,,,,,
zhanaozen,52.85,43.35,804,Clouds,overcast clouds,04n,model,271.28,261.97,271.28,271.28,1023,64,1023,996,9.19,113,95,1578455899,KZ,1578456041,1578488930,18000,607610,Zhanaozen,200,,,,,,,,,,,,,,,,
abancay,-72.88,-13.64,500,Rain,light rain,10n,model,284.93,283.47,284.93,284.93,1018,95,1018,710,2.55,285,100,1578455899,PE,1578393042,1578439446,-18000,3948642,Abancay,200,,,,,,,,,0.13,,,,,,,
penzance,-5.53,50.12,701,Mist,mist,50n,stations,284.02,280.32,283.15,285.37,1021,100,,,5.7,260,98,1578455899,GB,1578471577,1578501425,0,2640377,Penzance,200,,,,,,5000,1,1403,,,,,,,,
westport,-73.36,41.14,500,Rain,light rain,10n,stations,273.98,270.09,272.59,275.37,1011,90,,,2.6,350,90,1578455900,US,1578399522,1578433196,-18000,4845585,Westport,200,,600,Snow,light snow,13n,4828,1,3409,,,0.34,701,Mist,mist,50n,0.25
maltahohe,16.98,-24.83,800,Clear,clear sky,01n,model,291.21,287.7,291.21,291.21,1009,43,1009,851,3.49,233,0,1578455900,NA,1578456627,1578505567,7200,3355624,Maltahohe,200,,,,,,,,,,,,,,,,
mochumi,-79.86,-6.55,804,Clouds,overcast clouds,04n,stations,292.15,286.68,292.15,292.15,1014,29,,,5.1,180,100,1578455900,PE,1578395451,1578440388,-18000,3694720,Mochumi,200,,,,,,10000,1,8680,,,,,,,,
hofn,-15.21,64.25,600,Snow,light snow,13n,model,273.41,253.56,273.41,273.41,964,57,964,963,24.32,252,100,1578455901,IS,1578480313,1578497336,0,2630299,Hofn,200,0.25,,,,,,,,,,,,,,,
